latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
33.3772,-80.4915,33.3772,-80.4915,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCORA33797,Horse Range Creek at Old State Road (US 176),,,SC,Orangeburg County,,No,33.3772,-80.4915,45602,Horse Range Creek,33797,336,2,4,Mark is on the left bank about 40ft downstream from bridge and 15ft from bank.,3/19/2024 4:00:00 AM,91.5,2,6,N/A,,6,2.7,4,,,Riverine,9/12/2023 4:00:00 AM,0,2,1598,1381,0.053,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3772,-80.4915,33.3772,-80.4915,2023 Idalia,Debris,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCORA33797,Horse Range Creek at Old State Road (US 176),,,SC,Orangeburg County,,No,33.3772,-80.4915,45603,Horse Range Creek,33797,336,2,4,"Very small amount of seeds on the right side of the tree. The tree was on the right side of the bridge about 15ft down stream. The tree was in the water

Pink flagging and green disnk were used. Flagging was tied to the nail and surrounding
branches to show where mark is",,,,,N/A,,6,4.1,4,,HWM was not found by survey crew.,Riverine,9/12/2023 4:00:00 AM,0,2,1598,,,0.4,HWM4,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3825,-80.5213,33.3825,-80.5213,2023 Idalia,Wash line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCORA33800,Providence Swamp at US 176,,,SC,Orangeburg County,,No,33.3825,-80.5213,45604,Providence Swamp,33800,336,12,5,"On the downstream left bank about 50 ft downstream. The wash line is on the ground.

Pink flagging and stake used. Flagging tied to the stake and trees surrounding it.",3/19/2024 4:00:00 AM,,2,6,Left,,7,,4,,HWM was unreliable and was not used.,Riverine,9/12/2023 4:00:00 AM,0,2,1598,1381,0.053,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3825,-80.5213,33.3825,-80.5213,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCORA33800,Providence Swamp at US 176,,,SC,Orangeburg County,,No,33.3825,-80.5213,45605,Providence Swamp,33800,336,2,4,Small amount of vegetation on upstream side of tree. Tree is on the down stream side of bridge about 70ft and on the right bank about 3 ft from bank edge,3/19/2024 4:00:00 AM,92.7,2,6,Right,,6,1.2,4,,Noted as 4P for SCDOT processing.,Riverine,9/12/2023 4:00:00 AM,0,2,1598,1381,0.053,,HMW2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.241,-80.575,33.241,-80.575,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Phone/Car GPS,NAD83,Laura LaPolice,,SCDOR33754,Indian Swamp Creek at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2412,-80.5751,45606,Indian Field Swamp,33754,336,5,4,"line is on the upstream side of tree. Tree is in the middle of the swamp about 75ft from downstream side of bridge.

Pink flagging and white disc used. Flagging was tied to nail and surrounding trees.",,,,,N/A,,6,1.73,3,,HWM was unreliable and was not used.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2412,-80.5751,33.2412,-80.5751,2023 Idalia,Wash line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33754,Indian Swamp Creek at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2412,-80.5751,45607,Indian Field Swamp,33754,336,12,4,"wash line is on the right bank about 9ft from edge and downstream about 6ft

Pink flagging and stake were used. Flagging was tied to stake and a white disc with nail was hammered into the top of stake.",3/15/2024 4:00:00 AM,85.6,2,6,N/A,,7,,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2412,-80.5751,33.2412,-80.5751,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Marker,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33754,Indian Swamp Creek at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2412,-80.5751,45608,Indian Field Swamp,33754,336,5,4,"Small seed line on the first concrete bridge support from the left side of the bridge. The mark is on the inside (right side) of the support. It is located above the first wooden piling from the downstream side

Grease pencil was used with pink flagging wrapped around the bridge and the bolt below the mark.",3/15/2024 4:00:00 AM,85.1,2,6,N/A,,4,4.3,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2352,-80.5737,33.2352,-80.5737,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33759,Spring Branch at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2352,-80.5737,45609,Spring Branch,33759,336,5,3,"The line of seeds was on the bottom edge of the bridge on the left side on the downstream side of the bridge.

Black sharpie and pink flagging used. Flagging was wrapped around bridge support above and next to mark. A level was used to make mark.",3/15/2024 4:00:00 AM,85.3,2,6,N/A,,4,3.02,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.2,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2352,-80.5737,33.2352,-80.5737,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33759,Spring Branch at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2352,-80.5737,45610,Spring Branch,33759,336,2,4,"debris was on the upstream side of tree. The tree was upstream of bridge about 20ft and about 6ft into the stream from the left bank.

Pink flagging used with white disk. Flagging was tied to nail and surrounding trees.",3/15/2024 4:00:00 AM,85.7,2,6,Left,,6,3.3,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HMW2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2352,-80.5737,33.2352,-80.5737,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33759,Spring Branch at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2352,-80.5737,45611,Spring Branch,33759,336,5,4,"Small seed line on upstream side of tree. Tree is upstream of bridge about 30 ft and in the water.

Pink flagging and white disk used. Flagging was tied to nail and on surrounding tree.",,,,,N/A,,6,2.85,4,,HWM was unreliable and was not used.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2352,-80.5737,33.2352,-80.5737,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Paint,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33759,Spring Branch at Mulberry Road (S-18-54),,,SC,Dorchester County,,No,33.2352,-80.5737,45612,Spring Branch,33759,336,5,4,"Seed line on bottom of bridge on the downstream right side of bridge. Mark is just below and to the left of the first wooden support beam that holds the metal guard rail from the right side of bridge

Orange spray paint used. Top of spray paint mark. Pink flagging tied to metal guard rail and wooden support beam.",3/15/2024 4:00:00 AM,85.4,2,6,N/A,,3,2.13,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM4,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2362,-80.5933,33.2362,-80.5933,2023 Idalia,Wash line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33760,Trib to Indian Field Swamp at Mount Zion Road (S-18-86),,,SC,Dorchester County,,No,33.2362,-80.5933,45613,Trib to Indian Field Swamp,33760,336,12,4,"Wash line was on the downstream side of bridge about 2 ft from end of bridge wing wall on the right bank about 6ft from the edge

Pink flagging and stake used. Flagging was tied around stake. White disc and nail were hammered into top of stake.",3/15/2024 4:00:00 AM,93.6,2,6,N/A,,7,,4,,survey mark is going to be on high side of stake marking HWM,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2362,-80.5933,33.2362,-80.5933,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33760,Trib to Indian Field Swamp at Mount Zion Road (S-18-86),,,SC,Dorchester County,,No,33.2362,-80.5933,45614,Trib to Indian Field Swamp,33760,336,2,4,"Debris line wraps around tree. It is downstream from the bridge about 45ft on the left bank about 3 ft from the edge.

Pink flagging and white disc used. Flagging tied to nail and surrounding tree.",3/15/2024 4:00:00 AM,93.3,2,6,N/A,,6,1.2,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2362,-80.5933,33.2362,-80.5933,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33760,Trib to Indian Field Swamp at Mount Zion Road (S-18-86),,,SC,Dorchester County,,No,33.2362,-80.5933,45615,Trib to Indian Field Swamp,33760,336,2,4,"line was under bridge on the left side of the bridge on the second wooden piling from the upstream side of the bridge.

Pink flagging and white disc was used. Flagging was wrapped around nail.",3/15/2024 4:00:00 AM,92.7,2,6,N/A,,6,1.79,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2425,-80.5812,33.2425,-80.5812,2023 Idalia,Debris,Poor: +/- 0.40 ft,,,,Marker,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33784,Indian Field Swamp at I-95,,,SC,Dorchester County,,No,33.2425,-80.5812,45616,Indian Field Swamp,33784,336,2,4,"singular stick wedged around concrete piling under I-95 N bound bridge. Pining is in the second row from the right end of bridge and the second piling back from downstream edge of bridge.

Black Sharpie and yellow grease pencil used. The top of line is the mark.",,,,,N/A,,4,6.3,4,,HWM was not found by survey crew.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2425,-80.5812,33.2425,-80.5812,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33784,Indian Field Swamp at I-95,,,SC,Dorchester County,,No,33.2425,-80.5812,45617,Indian Field Swamp,33784,336,2,4,"Debris line was hung on fence. About 80ft down stream from I-95 s bound bridge and about 60 ft from the right bank edge.

Pink flagging and white disc used. Flagging was wrapped around nail and wooden post above nail. Level was used to transpose debris line from fence to wooden post.",3/15/2024 4:00:00 AM,88.2,2,6,Right,,6,1.73,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2425,-80.5812,33.2425,-80.5812,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33784,Indian Field Swamp at I-95,,,SC,Dorchester County,,No,33.2425,-80.5812,45618,Indian Field Swamp,33784,336,2,4,"line was on up stream side of the tree. Tree is down stream of I-95 South bound bridge about 90 ft and 30 ft from the left edge of bank.

Pink flagging and white disc used. Flagging was wrapped around nail and on surrounding tree.",3/15/2024 4:00:00 AM,88.1,2,6,N/A,,6,2.25,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2872,-80.3447,33.2872,-80.3447,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCORA33789,Trib to Four Hole Swamp at Toney Bay Road (OC-3640),,,SC,Orangeburg County,,No,33.2872,-80.3447,45619,Trib to Four Hole Swamp,33789,336,2,4,"Mark is on the stream ward side of tree. The tree is downstream of bridge about 35ft and about 10ft from the edge of the right bank.

Pink flagging and white disk used. Flagging wrapped around the nail and surrounding tree.",3/15/2024 4:00:00 AM,65.5,2,6,Right,,6,2,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2872,-80.3447,33.2872,-80.3447,2023 Idalia,Debris,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCORA33789,Trib to Four Hole Swamp at Toney Bay Road (OC-3640),,,SC,Orangeburg County,,No,33.2872,-80.3447,45620,Trib to Four Hole Swamp,33789,336,2,4,"Line was wrapped around upstream side of tree. The tree is down stream of bridge about 70ft and about 15ft from the left bank edge.

Mark is not stable and there is some varying height.",,,,,Left,,6,0.75,4,,HWM was unreliable and was not used.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2872,-80.3447,33.2872,-80.3447,2023 Idalia,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCORA33789,Trib to Four Hole Swamp at Toney Bay Road (OC-3640),,,SC,Orangeburg County,,No,33.2872,-80.3447,45621,Trib to Four Hole Swamp,33789,336,2,4,"Line was on the left side of tree. Tree was in the middle of the swamp and upstream from bridge about 25ft.

Pink flagging and white disc were used. Flagging was wrapped around nail and surrounding trees.",3/15/2024 4:00:00 AM,65.4,2,6,N/A,,6,3.45,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.0802,-80.326,33.0802,-80.326,2023 Idalia,Other (Note in Description box),Unknown/Historical,,,,Not marked,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33826,Captains Creek Tributary at Carter Road,,,SC,Dorchester County,,No,33.0802,-80.326,45622,Captains Creek Tributary,33826,336,9,6,No HWM was found at site. Techs note that water did not get out of banks. Pictures uploaded for reference,,,,,N/A,,8,,4,,,Riverine,9/13/2023 5:00:00 AM,0,2,1598,,,,No HWM found,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1623,-80.6446,33.1623,-80.6446,2023 Idalia,Seed line,VP: > 0.40 ft,,,,Marker,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33830,Cowtail Creek at Cross Creek Road (S-18-16),,,SC,Dorchester County,,No,33.1623,-80.6446,45623,Cowtail,33830,336,5,5,"Line is under the bridge, on the right concrete support for the bridge about 4 ft from the upstream side of the bridge",,,,,Left,,4,,4,,HWM was unreliable and was not used.,Riverine,9/14/2023 4:00:00 AM,0,2,1598,,,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1623,-80.6446,33.1623,-80.6446,2023 Idalia,Vegetation line,VP: > 0.40 ft,,,,Stake,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33830,Cowtail Creek at Cross Creek Road (S-18-16),,,SC,Dorchester County,,No,33.1623,-80.6446,45624,Cowtail,33830,336,4,5,Line is upstream of the bridge about 30 ft and about 1 ft from the left bank edge. It is a small amount of vegetation and debris.,,,,,N/A,,7,,4,,HWM was unreliable and was not used.,Riverine,9/14/2023 4:00:00 AM,0,2,1598,,,,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.195,-80.5948,33.195,-80.5948,2023 Idalia,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33831,Polk Swamp Tributary at Legare Road,,,SC,Dorchester County,,No,33.195,-80.5948,45625,Polk Swamp Tributary,33831,336,2,5,"Line was downstream from bridge about 20 ft and to the left of the bridge towards the middle of the pond

Wooden stake with pink flagging used. Flagging was tied to stake and onto surrounding tall grass. Line is the top of stake a nail with a white disc was hammered into the top of the stake. Two stakes were hammered on either side of main stake.",3/14/2024 4:00:00 AM,90.1,2,6,N/A,,7,,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1621,-80.6248,33.1621,-80.6248,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33832,Cowtail Creek at Cowtail Road (S-18-71),,,SC,Dorchester County,,No,33.1621,-80.6248,45626,Cowtail Creek,33832,336,5,4,"Seed line is on the second wooden piling under bridge from the upstream side in the first row from the right side of the bridge

Pink flagging an white disc used. Flagging was wrapped around nail and above on wooden piling.",,,,,N/A,,6,3.25,4,,HWM was unreliable and was not used.,Riverine,9/14/2023 4:00:00 AM,0,2,1598,,,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1621,-80.6248,33.1621,-80.6248,2023 Idalia,Vegetation line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33832,Cowtail Creek at Cowtail Road (S-18-71),,,SC,Dorchester County,,No,33.1621,-80.6248,45627,Cowtail Creek,33832,336,4,4,"Small amount of vegetation wrapped around wooden piling. Piling is in the first row of pilings from the left side and is the first in the row from the downstream side of the bridge.

Pink flagging and white disc used. Flagging was wrapped around nail and above on wooden piling",,,,,N/A,,6,3.8,4,,HWM was unreliable and was not used.,Riverine,9/14/2023 4:00:00 AM,0,2,1598,,,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1625,-80.6202,33.1625,-80.6202,2023 Idalia,Cut line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33833,Cowtail Creek at I-95,,,SC,Dorchester County,,No,33.1625,-80.6202,45628,Cowtail Creek,33833,336,11,5,"Line was in the middle of I-95 N and S on the left bank of the creek. The mark is about 30ft from the edge of the creek and 40 ft upstream from N bound Bridge.

Wooden stake and pink flagging used. Flagging was wrapped around stake and surrounding trees. A white disc and nail were hammered into the top of the stake.",3/14/2024 4:00:00 AM,79.7,2,6,N/A,,7,,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1625,-80.6202,33.1625,-80.6202,2023 Idalia,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33833,Cowtail Creek at I-95,,,SC,Dorchester County,,No,33.1625,-80.6202,45629,Cowtail Creek,33833,336,2,5,Debris line was caught on the upstream side of tree. The tree is located downstream of the I-95 N bridge about 40 ft and about 5 ft from the right bank edge.,3/14/2024 4:00:00 AM,79.6,2,6,N/A,,6,,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1625,-80.6202,33.1625,-80.6202,2023 Idalia,Wash line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33833,Cowtail Creek at I-95,,,SC,Dorchester County,,No,33.1625,-80.6202,45630,Cowtail Creek,33833,336,12,4,"the line was where the pine needles that had fallen stopped and were no longer covering the ground. The mark was down stream of the I-95 N bridge about 50 ft and about 20 ft from the right bank edge

Wooden stake with pink flagging used. Flagging was wrapped around stake and surrounding trees. A white disc and nail were hammered into the top of the stake.",3/14/2024 4:00:00 AM,79.8,2,6,Right,,7,,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
